ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Cannabis
224,55-64,M,University degree,UK,White,-1.1943,1.11406,-0.31776,1.11406,0.93949,-0.21712,0.07987,True
225,45-54,F,University degree,UK,White,-0.46725,1.45421,0.29338,0.43852,0.7583,-0.21712,-0.21575,True
226,35-44,F,University degree,UK,White,-1.32828,0.63779,0.88309,-0.45321,0.25953,-1.37983,-1.54858,True
227,45-54,F,University degree,UK,White,-0.46725,0.47617,-0.71727,1.45039,1.46191,-0.21712,-0.84637,True
228,18-24,M,"Some college or university, no certificate or degree",UK,White,0.22393,0.96248,-0.97631,-0.60633,0.58489,1.29221,0.40148,False
229,45-54,M,Masters degree,UK,White,-0.67825,0.32197,-0.01928,-0.76096,-0.14277,0.19268,0.07987,True
230,45-54,F,University degree,UK,White,-1.05308,1.45421,0.14143,0.94156,1.63088,-1.37983,-2.07848,True
231,35-44,F,Professional certificate/ diploma,UK,White,1.02119,-2.21069,-1.82919,0.59042,0.41594,-1.37983,-1.54858,True
232,65+,F,Masters degree,UK,White,0.13606,-1.09207,-0.45174,-0.45321,0.25953,-0.21712,-1.54858,True
233,25-34,F,University degree,UK,White,0.04257,1.2861,-0.01928,0.13136,0.7583,0.52975,0.7654,True
234,45-54,M,University degree,UK,White,-0.67825,0.80523,-1.42424,0.94156,0.25953,0.52975,0.40148,True
235,25-34,F,University degree,UK,White,0.41667,0.96248,-0.01928,-0.91699,1.63088,0.19268,0.40148,True
236,25-34,F,Professional certificate/ diploma,UK,White,0.04257,0.96248,-1.27553,2.23427,2.04506,-1.37983,-2.07848,True
237,25-34,F,Masters degree,UK,White,1.49158,0.32197,-0.17779,0.43852,0.41594,0.19268,-0.21575,True
238,25-34,F,Left school at 16 years,UK,White,0.91093,-0.15487,-2.21069,0.28783,1.30612,-1.37983,-2.07848,False
239,18-24,F,Left school at 18 years,UK,White,0.52135,-0.15487,-0.71727,-0.60633,0.25953,-0.21712,-0.21575,True
240,45-54,F,Professional certificate/ diploma,UK,White,-1.86962,0.63779,0.7233,1.61108,0.25953,-1.37983,-0.84637,True
241,35-44,F,Masters degree,UK,White,0.62967,-1.23177,-0.01928,1.61108,2.63199,-1.37983,-0.84637,True
242,25-34,F,Left school at 18 years,Other,White,2.127,-1.23177,-0.84732,0.76096,-1.0145,0.19268,-1.18084,True
243,18-24,F,"Some college or university, no certificate or degree",UK,White,1.49158,-1.50796,-3.27393,0.76096,-0.89891,-1.37983,-1.54858,True
244,25-34,F,University degree,UK,White,-0.58016,1.11406,0.7233,0.94156,0.93949,-1.37983,-0.21575,False
245,35-44,M,University degree,UK,White,1.98437,-1.50796,-0.17779,1.11406,-2.90161,-0.71126,-0.52593,True
246,25-34,F,"Some college or university, no certificate or degree",UK,White,-0.24649,-0.94779,-1.68062,-1.47955,-1.38502,-2.55524,-1.54858,True
247,25-34,F,Professional certificate/ diploma,UK,White,1.37297,-0.69509,-1.27553,0.43852,-0.65253,-0.21712,-0.84637,True
248,45-54,M,Masters degree,UK,White,-0.92104,-0.30033,-1.11902,0.59042,1.63088,-0.21712,-0.52593,True
249,45-54,F,Doctorate degree,UK,White,-2.42317,0.16767,-0.31776,2.03972,1.81175,-0.71126,-1.18084,True
250,45-54,F,Professional certificate/ diploma,UK,White,1.13281,0.32197,-0.17779,0.94156,1.13407,-0.71126,-0.21575,True
251,45-54,M,University degree,UK,White,-0.46725,0.16767,-0.31776,-0.45321,1.46191,0.19268,-0.84637,True
252,35-44,F,University degree,UK,White,0.62967,-0.94779,-0.71727,-0.15487,0.7583,-1.37983,-1.54858,True
253,18-24,F,Masters degree,UK,White,-1.43907,0.96248,-0.58331,2.23427,2.04506,-0.71126,-0.21575,True
254,45-54,F,Doctorate degree,UK,White,-0.79151,0.16767,0.29338,-0.01729,0.93949,-1.37983,-2.07848,True
255,25-34,M,Professional certificate/ diploma,UK,White,1.37297,-0.69509,-0.71727,-0.91699,-0.27607,-1.37983,-0.84637,False
256,35-44,F,Masters degree,UK,White,-1.1943,1.74091,1.06238,1.2861,0.7583,0.19268,0.40148,True
257,18-24,F,"Some college or university, no certificate or degree",UK,White,-0.46725,0.63779,-0.31776,0.76096,0.93949,-0.71126,-0.21575,True
258,35-44,M,Doctorate degree,UK,White,0.04257,0.00332,0.88309,-2.70172,-0.27607,-0.71126,0.07987,True
259,65+,M,Doctorate degree,UK,White,0.52135,-0.15487,-0.45174,-1.47955,1.81175,-0.71126,-1.54858,True
260,65+,M,Professional certificate/ diploma,UK,White,-1.05308,-0.30033,0.29338,0.43852,0.7583,-0.21712,-0.52593,True
261,45-54,F,Professional certificate/ diploma,UK,White,-0.46725,0.96248,2.15324,-0.91699,-0.00665,1.86203,1.2247,True
262,55-64,M,University degree,UK,White,-0.67825,-0.43999,0.7233,-0.01729,-0.14277,1.86203,0.07987,True
263,45-54,M,Masters degree,UK,Asian,-0.92104,0.80523,-0.31776,0.94156,0.25953,-1.37983,-1.54858,True
264,55-64,F,Left school before 16 years,UK,White,-1.05308,0.00332,-0.01928,1.61108,1.13407,-0.71126,-1.54858,True
265,18-24,F,University degree,UK,White,-0.46725,0.16767,-0.01928,0.59042,0.58489,-1.37983,-1.18084,True
266,35-44,F,University degree,UK,Black,-0.24649,0.00332,-0.45174,-0.01729,-0.00665,-0.71126,-2.07848,True
267,55-64,M,University degree,UK,White,-1.1943,-0.15487,-0.17779,0.28783,0.7583,-0.21712,0.07987,False
268,35-44,M,Professional certificate/ diploma,UK,Black,-0.92104,1.45421,-1.27553,-0.45321,-0.00665,-0.21712,0.07987,True
269,45-54,F,Masters degree,UK,White,-1.05308,1.74091,0.58331,0.43852,2.04506,-0.21712,-0.52593,True
270,35-44,F,Masters degree,UK,Black,-0.92104,0.16767,-0.84732,-0.76096,0.12331,-1.37983,-2.07848,True
271,45-54,F,Masters degree,UK,White,-2.3436,2.127,1.65653,0.76096,0.7583,0.88113,0.40148,True
272,45-54,F,Masters degree,UK,White,0.73545,-0.69509,0.44585,0.28783,-1.38502,-0.71126,0.7654,True
273,55-64,M,Doctorate degree,UK,White,-1.05308,0.00332,-0.01928,0.28783,-0.00665,0.52975,-0.84637,True
274,25-34,F,University degree,UK,White,0.22393,0.16767,-1.11902,0.28783,0.25953,-0.71126,-0.21575,False
275,35-44,M,Masters degree,UK,White,0.22393,0.96248,0.14143,-0.91699,0.58489,-0.21712,0.7654,False
276,35-44,F,Masters degree,UK,White,0.41667,-0.43999,0.14143,0.43852,1.63088,-1.37983,-0.21575,True
277,55-64,M,Doctorate degree,UK,White,-0.92104,0.47617,-0.58331,-0.30172,-0.52745,-0.21712,-0.52593,True
278,25-34,M,"Some college or university, no certificate or degree",UK,White,-1.05308,1.45421,1.06238,0.76096,-0.14277,0.52975,0.07987,False
279,45-54,F,University degree,UK,White,-0.24649,-0.43999,-0.31776,0.76096,-0.00665,-0.71126,-0.52593,True
280,45-54,M,Masters degree,UK,White,-1.32828,0.80523,0.29338,0.43852,0.41594,0.19268,-0.52593,True
281,55-64,M,Masters degree,UK,White,-0.05188,0.16767,0.7233,-0.01729,-0.89891,-0.71126,-0.84637,True
282,45-54,F,"Some college or university, no certificate or degree",UK,White,0.04257,-0.30033,-2.21069,-0.15487,-0.14277,-0.71126,-0.84637,True
283,45-54,F,Masters degree,UK,White,-0.05188,0.00332,0.14143,0.94156,0.93949,0.19268,0.40148,True
284,45-54,M,University degree,UK,White,-0.92104,1.58487,0.14143,-0.30172,0.7583,0.19268,0.40148,True
285,35-44,M,Professional certificate/ diploma,Other,White,-1.1943,-0.80615,0.7233,-0.45321,0.25953,1.29221,-0.21575,True
286,35-44,M,University degree,UK,White,-0.92104,1.2861,-0.71727,-0.30172,0.25953,-1.37983,-0.21575,True
287,45-54,F,University degree,UK,White,0.22393,-1.37639,-0.17779,-1.34289,-0.14277,-1.37983,-2.07848,True
288,45-54,M,Masters degree,UK,White,0.31287,0.32197,-0.45174,0.43852,-0.89891,-0.21712,-0.21575,True
289,25-34,M,"Some college or university, no certificate or degree",UK,White,0.62967,0.32197,-0.71727,-0.30172,-0.00665,-0.21712,-1.54858,True
290,25-34,F,Masters degree,UK,White,-2.05048,0.63779,-0.71727,1.61108,1.13407,-1.37983,-1.18084,True
291,35-44,F,Professional certificate/ diploma,UK,Black,-0.92104,0.96248,-0.84732,1.45039,0.93949,-1.37983,-1.54858,True
292,35-44,F,"Some college or university, no certificate or degree",UK,White,0.62967,-1.09207,0.44585,-0.76096,-0.40581,-1.37983,-0.52593,False
293,45-54,F,Professional certificate/ diploma,UK,White,-0.05188,-0.15487,-0.58331,-0.60633,0.41594,-0.71126,-0.52593,True
295,25-34,F,Professional certificate/ diploma,UK,White,1.13281,0.00332,-0.17779,-0.76096,-0.40581,0.19268,-0.21575,False
296,18-24,F,Left school at 17 years,UK,White,-0.34799,0.47617,-0.17779,-0.60633,-0.14277,-0.71126,-0.84637,True
297,35-44,M,Professional certificate/ diploma,UK,White,1.37297,-0.43999,0.14143,-0.01729,-0.00665,-0.71126,-0.52593,True
298,65+,F,Left school at 16 years,UK,White,0.82562,-0.80615,0.14143,-0.15487,1.13407,-0.21712,-0.52593,True
300,35-44,F,University degree,UK,White,0.13606,-0.30033,-1.42424,1.61108,0.41594,-0.21712,-1.54858,True
301,35-44,F,Professional certificate/ diploma,USA,White,0.82562,-0.94779,-0.17779,0.43852,0.58489,-0.71126,-0.84637,True
302,25-34,F,"Some college or university, no certificate or degree",USA,White,-0.24649,-0.43999,-1.55521,0.13136,0.58489,-1.37983,-1.54858,True
303,35-44,F,Doctorate degree,UK,White,0.52135,-0.43999,-0.71727,0.59042,0.93949,-0.71126,-0.84637,True
304,55-64,F,Professional certificate/ diploma,UK,White,-0.14882,0.63779,-0.01928,-0.76096,-0.40581,-0.21712,0.07987,True
305,45-54,F,University degree,UK,White,-0.34799,0.00332,-1.27553,-0.15487,0.93949,-0.21712,-1.18084,True
306,45-54,F,University degree,UK,White,-1.05308,-2.32338,-1.27553,1.61108,0.12331,-0.71126,-1.54858,True
307,35-44,M,Masters degree,UK,White,0.22393,-1.23177,-0.84732,-1.07533,0.7583,-1.37983,-0.84637,True
308,45-54,M,Masters degree,UK,White,-0.46725,-0.57545,-0.71727,1.11406,0.7583,-0.71126,-0.52593,True
309,35-44,F,Left school at 18 years,UK,White,-1.69163,0.80523,-0.17779,-0.01729,1.63088,0.19268,0.07987,True
310,35-44,M,Masters degree,UK,White,-0.79151,0.16767,-0.17779,0.59042,0.41594,-1.37983,-2.07848,True
311,45-54,F,University degree,UK,White,-1.32828,-0.15487,-0.84732,0.13136,0.58489,-1.37983,-1.54858,True
312,18-24,F,Left school at 16 years,UK,White,1.13281,-0.57545,-1.97495,-0.30172,-0.14277,1.86203,0.7654,True
313,45-54,F,Masters degree,UK,White,-0.34799,0.00332,-0.45174,0.28783,0.12331,-1.37983,-0.52593,True
314,25-34,F,Masters degree,UK,White,0.04257,1.74091,0.29338,0.59042,1.30612,0.19268,-0.52593,True
315,18-24,F,Left school at 18 years,Republic of Ireland,White,-0.58016,0.16767,-0.71727,0.13136,-0.14277,-0.71126,-1.18084,True
316,45-54,F,Doctorate degree,UK,White,-0.79151,0.80523,0.58331,-0.01729,0.41594,-0.71126,-0.52593,True
317,55-64,F,University degree,UK,White,-0.46725,0.80523,1.06238,-0.45321,-0.78155,1.86203,0.40148,False
318,35-44,M,University degree,UK,Black,-0.79151,1.93886,-0.97631,-0.01729,1.13407,-0.71126,-0.52593,True
319,25-34,F,Professional certificate/ diploma,UK,White,0.04257,0.00332,-0.71727,0.28783,0.93949,-1.37983,-1.18084,True
320,45-54,F,Left school at 16 years,UK,Other,0.31287,-0.30033,-1.27553,-0.15487,0.58489,0.88113,0.40148,True
321,45-54,F,University degree,UK,White,0.73545,-0.30033,-0.58331,-1.07533,-0.14277,-1.37983,-1.18084,True
322,35-44,F,"Some college or university, no certificate or degree",UK,White,0.52135,-0.30033,-0.97631,1.81866,1.63088,-1.37983,-2.07848,True
323,18-24,F,University degree,UK,White,-0.79151,0.47617,0.44585,0.94156,0.12331,-0.21712,0.40148,True
324,45-54,M,Left school at 17 years,UK,White,0.91093,-1.09207,-1.68062,0.28783,-0.78155,-0.71126,0.07987,True
325,25-34,F,Doctorate degree,UK,White,0.22393,0.00332,1.43533,-0.91699,0.93949,0.19268,-0.52593,True
326,35-44,F,Professional certificate/ diploma,UK,White,-0.79151,1.2861,-0.17779,0.94156,2.33337,0.19268,-0.52593,True
327,35-44,M,Left school at 18 years,UK,White,-0.58016,-1.6334,-1.97495,0.94156,0.41594,0.52975,0.07987,False
328,45-54,M,Masters degree,UK,White,-1.86962,1.58487,-0.01928,1.61108,1.30612,-1.37983,-0.84637,True
329,25-34,F,Professional certificate/ diploma,UK,White,0.22393,-0.30033,-1.27553,1.11406,-0.52745,-1.37983,-2.07848,True
330,45-54,M,Professional certificate/ diploma,UK,White,-0.34799,0.47617,-0.97631,0.43852,-0.14277,0.52975,-0.21575,True
331,45-54,F,Professional certificate/ diploma,UK,White,-1.05308,0.47617,-0.71727,0.76096,0.7583,-0.21712,-0.21575,True
332,35-44,M,Left school before 16 years,UK,White,-0.24649,-0.43999,-0.97631,-0.45321,0.58489,-1.37983,-0.84637,True
333,55-64,F,Left school at 18 years,Canada,White,-0.46725,-0.43999,-1.55521,0.94156,0.7583,-1.37983,-1.54858,True
334,18-24,F,"Some college or university, no certificate or degree",UK,White,2.82196,-1.92173,-0.84732,0.43852,-1.78169,0.19268,-0.52593,False
335,65+,M,"Some college or university, no certificate or degree",Canada,White,-1.32828,-0.43999,-0.97631,0.13136,0.12331,1.29221,-0.21575,True
336,65+,F,Left school at 16 years,Canada,White,-0.14882,-0.15487,-1.42424,-1.34289,-0.00665,-0.21712,0.7654,True
337,25-34,F,Masters degree,UK,White,0.41667,-0.57545,0.58331,0.43852,-1.0145,1.86203,0.7654,False
338,45-54,F,Masters degree,UK,Black,0.62967,0.16767,-0.17779,-0.01729,1.30612,-0.21712,-0.84637,True
339,45-54,F,Professional certificate/ diploma,Canada,White,-0.58016,0.32197,1.06238,-1.772,0.41594,1.86203,0.40148,True
340,35-44,M,Doctorate degree,UK,White,-1.86962,1.2861,0.29338,0.76096,1.46191,-0.21712,0.40148,True
341,45-54,F,Professional certificate/ diploma,UK,White,-0.14882,-0.30033,-0.58331,0.94156,0.7583,-1.37983,-0.21575,True
342,35-44,F,Masters degree,UK,White,-0.46725,1.11406,0.88309,0.28783,0.41594,-2.55524,-0.21575,False
343,55-64,F,Professional certificate/ diploma,UK,White,-1.69163,0.96248,-0.31776,0.94156,1.81175,-2.55524,-1.54858,True
344,55-64,F,Professional certificate/ diploma,UK,White,0.62967,0.00332,-0.01928,-0.15487,0.58489,0.19268,-0.52593,True
345,18-24,F,Left school before 16 years,UK,White,0.22393,-0.15487,-0.01928,-0.15487,-0.40581,0.88113,-0.84637,False
346,35-44,F,Masters degree,UK,White,-1.86962,0.16767,1.43533,1.81866,1.13407,-0.71126,-0.84637,True
347,35-44,F,University degree,UK,White,0.04257,0.47617,-0.17779,0.94156,0.25953,0.19268,-0.21575,True
348,45-54,F,University degree,UK,White,-0.14882,1.74091,1.65653,2.46262,0.25953,1.86203,1.2247,False
349,45-54,M,Masters degree,UK,White,-0.92104,0.80523,-0.01928,-0.01729,0.41594,-1.37983,-1.54858,True
350,45-54,M,Professional certificate/ diploma,UK,Black,-0.58016,0.32197,-0.45174,-0.15487,0.25953,-0.21712,-1.18084,True
351,45-54,M,University degree,UK,White,0.52135,-0.69509,-0.58331,0.13136,-0.14277,-0.21712,0.40148,False
352,35-44,F,"Some college or university, no certificate or degree",UK,White,1.02119,-0.57545,0.88309,1.2861,-0.65253,0.88113,-0.21575,True
353,35-44,M,Professional certificate/ diploma,UK,White,0.41667,0.16767,-0.01928,-0.45321,-0.52745,-0.21712,0.40148,False
354,45-54,M,University degree,UK,White,-0.14882,-0.69509,0.44585,0.76096,-1.38502,0.19268,-0.21575,True
355,25-34,M,Left school at 16 years,UK,White,-0.46725,0.00332,-0.17779,-0.60633,0.41594,0.52975,-0.84637,True
356,35-44,M,Professional certificate/ diploma,UK,White,0.22393,-0.15487,-0.01928,0.28783,-0.27607,-0.71126,0.40148,True
357,25-34,M,Left school before 16 years,UK,White,0.62967,0.00332,1.24033,1.81866,0.93949,1.86203,1.92173,False
358,45-54,M,University degree,UK,White,-1.1943,-0.15487,-1.27553,1.45039,0.41594,-0.71126,0.07987,True
359,35-44,M,Left school at 16 years,UK,White,2.46262,-1.23177,-0.97631,-1.772,-1.64101,1.86203,1.92173,False
360,35-44,M,"Some college or university, no certificate or degree",UK,White,0.41667,-0.80615,0.88309,0.13136,-0.40581,0.52975,-0.21575,True
361,25-34,F,"Some college or university, no certificate or degree",UK,White,-0.58016,1.58487,0.58331,0.13136,0.41594,1.29221,1.92173,True
362,45-54,F,University degree,UK,White,0.52135,0.80523,-0.01928,0.13136,-0.14277,-0.21712,0.07987,True
363,35-44,F,Professional certificate/ diploma,UK,White,0.62967,0.63779,1.06238,0.94156,1.30612,0.88113,0.40148,False
364,45-54,M,University degree,UK,White,0.41667,0.32197,-0.17779,0.59042,0.41594,-0.71126,-0.52593,True
365,45-54,F,Professional certificate/ diploma,UK,White,1.23461,-0.15487,-1.27553,0.76096,0.41594,-1.37983,-2.07848,True
366,35-44,F,Doctorate degree,UK,White,0.41667,-0.15487,0.14143,-0.01729,-0.52745,-0.21712,-0.21575,True
367,45-54,M,Professional certificate/ diploma,UK,Asian,-0.14882,0.00332,-0.58331,-0.45321,-1.25773,-1.37983,-1.54858,True
368,35-44,F,University degree,UK,Asian,-1.05308,0.47617,-0.17779,-0.15487,0.58489,-1.37983,-1.18084,True
369,45-54,F,University degree,UK,White,-1.1943,0.47617,0.29338,0.43852,0.25953,0.19268,-0.21575,True
370,25-34,M,Professional certificate/ diploma,UK,White,-0.05188,-0.94779,-1.68062,0.13136,0.7583,-0.21712,-0.84637,False
371,25-34,F,University degree,UK,White,1.23461,0.32197,0.29338,0.76096,-0.65253,0.19268,-0.21575,True
372,18-24,M,Left school at 18 years,Canada,White,0.22393,0.32197,0.14143,-0.91699,-0.27607,-0.71126,0.07987,False
373,35-44,F,University degree,UK,White,1.02119,2.32338,1.65653,-1.34289,0.41594,1.29221,1.92173,True
374,18-24,F,"Some college or university, no certificate or degree",UK,White,0.91093,0.96248,-1.11902,0.59042,0.25953,-0.21712,0.40148,False
375,45-54,M,University degree,UK,White,-0.34799,-1.7625,0.7233,-0.91699,0.12331,-0.21712,-0.52593,False
376,55-64,F,Masters degree,UK,White,-0.24649,1.2861,0.88309,1.61108,1.13407,-0.71126,-1.18084,True
377,65+,M,Professional certificate/ diploma,UK,White,0.13606,0.16767,0.29338,-1.34289,1.46191,-1.37983,-0.84637,True
378,45-54,F,Masters degree,UK,White,-0.92104,0.00332,-0.71727,0.13136,0.93949,-0.71126,0.40148,True
379,25-34,F,University degree,UK,White,-0.46725,-0.57545,-1.68062,0.43852,-0.52745,-0.71126,-1.18084,True
380,25-34,M,Masters degree,Other,White,0.82562,-0.94779,0.58331,0.59042,0.7583,0.52975,-0.21575,True
381,45-54,F,Professional certificate/ diploma,UK,White,0.82562,-0.43999,0.7233,-0.01729,0.25953,-0.21712,-0.21575,True
382,35-44,M,University degree,UK,White,-0.46725,1.11406,-0.31776,-0.60633,0.12331,0.19268,0.7654,True
383,35-44,M,Left school at 16 years,Other,White,-0.34799,-0.57545,-1.11902,-0.91699,-0.78155,1.29221,-0.52593,False
384,35-44,F,Masters degree,Other,White,-0.79151,0.16767,-0.17779,-0.30172,0.7583,0.19268,0.40148,True
385,45-54,F,University degree,UK,White,0.13606,-0.30033,-0.45174,1.11406,0.7583,-2.55524,-0.52593,True
386,45-54,F,University degree,UK,Black,-0.24649,0.16767,-0.97631,0.76096,0.58489,0.19268,-1.54858,True
387,25-34,M,Professional certificate/ diploma,UK,White,-0.58016,-0.43999,-2.39883,0.13136,-0.40581,-0.71126,-0.21575,True
388,45-54,M,Left school at 18 years,UK,White,-2.05048,0.47617,-1.11902,1.61108,0.58489,-0.71126,-0.52593,True
389,25-34,M,University degree,UK,Black,-1.32828,0.32197,-0.58331,-1.34289,2.04506,-0.71126,0.07987,True
390,35-44,M,Professional certificate/ diploma,UK,White,0.13606,-0.30033,0.14143,-0.15487,-0.27607,-0.21712,-0.84637,True
391,25-34,M,Doctorate degree,UK,White,-0.58016,0.32197,-0.17779,0.13136,0.58489,-1.37983,-1.54858,True
392,35-44,F,"Some college or university, no certificate or degree",UK,White,-0.67825,-0.43999,0.29338,0.13136,-0.00665,0.19268,-0.84637,True
393,25-34,F,University degree,UK,White,0.62967,0.00332,0.14143,0.28783,0.12331,-0.71126,-0.52593,True
394,35-44,F,Left school at 17 years,UK,White,-0.46725,0.32197,-0.58331,-0.01729,1.13407,-0.71126,-1.18084,True
395,25-34,F,Professional certificate/ diploma,UK,White,-0.79151,-0.15487,-2.21069,-0.60633,1.46191,-1.37983,-2.07848,True
396,25-34,M,Professional certificate/ diploma,UK,White,-1.43907,0.63779,-0.17779,-0.76096,1.81175,0.52975,0.40148,True
397,35-44,M,University degree,UK,White,0.22393,1.2861,-0.45174,-1.47955,-0.78155,1.86203,1.2247,True
398,35-44,F,University degree,UK,White,-1.86962,0.63779,-0.97631,-0.30172,0.58489,-0.21712,-0.52593,True
399,45-54,M,Professional certificate/ diploma,UK,White,0.13606,0.47617,-0.84732,-1.47955,0.41594,1.29221,1.2247,True
400,25-34,F,Masters degree,UK,White,-0.79151,0.32197,0.29338,-1.34289,0.93949,0.88113,-0.52593,False
401,45-54,M,Masters degree,UK,White,-0.92104,1.2861,1.43533,0.94156,0.58489,-0.71126,-1.18084,True
402,25-34,F,Left school at 18 years,UK,White,-0.14882,-0.15487,-1.97495,0.59042,0.7583,-0.71126,-0.84637,True
403,45-54,M,Left school at 16 years,UK,White,0.13606,-1.09207,-0.45174,-1.6209,-0.65253,1.86203,1.2247,False
404,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,False
405,18-24,M,University degree,UK,White,-1.43907,0.63779,-0.31776,-0.76096,-0.40581,-1.37983,-0.52593,False
406,45-54,M,Left school at 17 years,UK,White,0.91093,-0.15487,-0.17779,-0.15487,0.25953,0.88113,0.07987,False
